Jawaban,Produk,Fitur,Bahan
"[2, 3, 4, 1, 4, 3, 4, 4, 3, 2, 1, 1, 2, 3]","Booster, Cleanser","Custom Care, Protective","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[3, 2, 3, 3, 4, 4, 3, 3, 2, 1, 3, 1, 4, 1]","Sunscreen, Serum","Custom Care, Balanced","Allantoin, Niacinamide, Salicylic Acid, Water"
"[1, 1, 3, 2, 2, 3, 3, 2, 2, 4, 1, 4, 4, 4]","Serum, Cleanser","Oil Control, Soothing","Panthenol, Niacinamide, Ceramide, Cica"
"[2, 3, 2, 2, 2, 2, 4, 1, 3, 1, 1, 4, 1, 3]","Sunscreen, Calming Mask","Oil Control, Custom Care","Niacinamide, Allantoin, Panthenol, Cica"
"[3, 2, 3, 4, 4, 2, 4, 2, 2, 4, 2, 2, 4, 1]","Serum, Essence","Acne Prevention, Custom Care","Panthenol, Allantoin, Salicylic Acid, Cica"
"[3, 1, 3, 3, 2, 4, 4, 1, 3, 4, 2, 1, 2, 3]","Serum, Booster","Custom Care, Balancing","Allantoin, Panthenol, Niacinamide, Water"
"[3, 4, 2, 2, 3, 2, 2, 4, 3, 1, 2, 4, 4, 1]","Sunscreen, Essence","Acne Free, Oil Control","Allantoin, Niacinamide, Salicylic Acid, Aloe Vera"
"[2, 4, 4, 3, 2, 3, 1, 1, 3, 2, 4, 1, 2, 4]","Serum, Cleanser","Balancing, Pore Care","Salicylic Acid, Niacinamide, Panthenol, Allantoin"
"[1, 4, 2, 2, 2, 4, 3, 1, 2, 2, 2, 2, 3, 3]","Sunscreen, Cleanser","Oil Control, Soothing","Niacinamide, Salicylic Acid, Panthenol, Cica"
"[3, 3, 2, 4, 2, 4, 4, 2, 1, 3, 3, 2, 2, 2]","Serum, Booster","Balanced Hydration, Balanced","Panthenol, Allantoin, Niacinamide, Ceramide"
"[1, 3, 1, 2, 2, 4, 3, 2, 4, 1, 2, 2, 2, 2]","Sunscreen, Serum","Soothing, UV Protection","Allantoin, Panthenol, Salicylic Acid, Aloe Vera"
"[1, 2, 1, 2, 4, 4, 1, 2, 1, 4, 3, 2, 2, 1]","Moisturizer, Booster","Hydrating, Custom Care","Panthenol, Glycerin, Ceramide, Salicylic Acid"
"[3, 2, 1, 3, 3, 3, 1, 1, 4, 3, 4, 1, 1, 2]","Sunscreen, Essence","Balanced Hydration, Acne Free","Allantoin, Water, Salicylic Acid, Niacinamide"
"[3, 3, 4, 2, 1, 4, 1, 1, 3, 4, 4, 4, 3, 1]","Moisturizer, Calming Mask","Balanced, Calming","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[2, 2, 2, 1, 4, 3, 3, 2, 4, 1, 3, 1, 3, 1]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[2, 2, 2, 3, 1, 3, 2, 2, 2, 4, 3, 1, 3, 3]","Cleanser, Sunscreen","Acne Free, Pore Care","Niacinamide, Salicylic Acid, Allantoin, Water"
"[4, 1, 4, 2, 4, 4, 3, 1, 1, 1, 2, 1, 4, 2]","Sunscreen, Serum","Custom Care, Balancing","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[4, 3, 4, 4, 4, 3, 4, 1, 1, 2, 4, 1, 1, 2]","Booster, Serum","Balancing, Custom Care","Panthenol, Allantoin, Ceramide, Salicylic Acid"
"[4, 2, 4, 1, 4, 4, 3, 1, 1, 1, 1, 3, 2, 1]","Booster, Serum","Hydrating, Balancing","Panthenol, Glycerin, Salicylic Acid, Cica"
"[4, 4, 1, 3, 3, 1, 1, 2, 1, 2, 3, 1, 1, 2]","Sunscreen, Serum","Balancing, Acne Free","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[4, 3, 2, 1, 4, 3, 4, 4, 1, 4, 3, 2, 3, 3]","Booster, Sunscreen","Balanced, Custom Care","Panthenol, Niacinamide, Glycol, Glycerin"
"[2, 4, 1, 3, 1, 1, 4, 2, 4, 4, 2, 4, 3, 3]","Sunscreen, Cleanser","Pore Care, UV Protection","Allantoin, Niacinamide, Salicylic Acid, Water"
"[2, 2, 3, 4, 2, 4, 3, 1, 4, 3, 1, 3, 4, 4]","Serum, Sunscreen","Pore Care, Balancing","Panthenol, Allantoin, Cica, Salicylic Acid"
"[1, 4, 4, 3, 4, 4, 3, 3, 3, 3, 3, 1, 4, 3]","Sunscreen, Mask","Custom Care, Balanced","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[4, 1, 2, 4, 3, 1, 4, 2, 2, 3, 3, 3, 2, 1]","Sunscreen, Serum","Balancing, Balanced","Niacinamide, Panthenol, Ceramide, Allantoin"
"[3, 2, 3, 4, 4, 2, 1, 2, 2, 3, 4, 4, 1, 3]","Sunscreen, Serum","Balancing, Oil Control","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[4, 4, 3, 3, 4, 1, 2, 3, 1, 3, 4, 1, 2, 2]","Sunscreen, Booster","Balancing, Acne Free","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 1, 3, 4, 4, 3, 3, 4, 2, 2, 3, 3, 3, 3]","Sunscreen, Serum","Protective, Balanced","Niacinamide, Ceramide, Panthenol, Glycerin"
"[4, 1, 3, 1, 2, 1, 4, 1, 3, 1, 4, 4, 2, 2]","Serum, Sunscreen","Balancing, UV Protection","Panthenol, Allantoin, Cica, Glycol"
"[1, 4, 1, 4, 4, 1, 4, 4, 2, 4, 3, 1, 4, 2]","Sunscreen, Booster","Custom Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 4, 3, 2, 1, 1, 1, 3, 2, 2, 1, 4, 2, 4]","Sunscreen, Serum","Oil Control, Protective","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[2, 1, 4, 3, 2, 1, 4, 2, 4, 2, 2, 2, 3, 3]","Sunscreen, Toner","Soothing, Pore Care","Niacinamide, Allantoin, Panthenol, Water"
"[1, 2, 3, 1, 2, 1, 2, 1, 3, 3, 1, 1, 2, 2]","Serum, Sunscreen","Hydrating, Acne Free","Panthenol, Allantoin, Salicylic Acid, Cica"
"[2, 4, 3, 4, 3, 1, 4, 1, 4, 1, 2, 2, 1, 4]","Sunscreen, Serum","UV Protection, Pore Care","Allantoin, Cica, Panthenol, Niacinamide"
"[3, 3, 3, 2, 2, 2, 4, 4, 4, 2, 4, 2, 3, 1]","Sunscreen, Booster","Balanced, Acne Prevention","Panthenol, Niacinamide, Allantoin, Water"
"[2, 1, 3, 3, 2, 2, 4, 3, 4, 4, 3, 1, 1, 4]","Sunscreen, Serum","Pore Care, Balancing","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[2, 1, 3, 3, 1, 2, 1, 4, 2, 4, 4, 2, 1, 3]","Sunscreen, Cleanser","Pore Care, Acne Prevention","Niacinamide, Cica, Allantoin, Panthenol"
"[2, 3, 3, 2, 1, 1, 2, 3, 1, 3, 2, 3, 2, 2]","Sunscreen, Cleanser","Balanced, Pore Care","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[2, 1, 3, 2, 3, 4, 3, 2, 4, 3, 2, 1, 2, 1]","Cleanser, Serum","Pore Care, Soothing","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 4, 4, 4, 1, 4, 3, 2, 1, 2, 3, 4, 1, 4]","Serum, Sunscreen","Balancing, Calming","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[1, 3, 3, 3, 4, 3, 2, 4, 2, 3, 2, 1, 2, 2]","Sunscreen, Booster","Balancing, Custom Care","Allantoin, Panthenol, Salicylic Acid, Ceramide"
"[4, 4, 1, 3, 2, 4, 4, 2, 2, 2, 2, 4, 2, 4]","Serum, Sunscreen","Balancing, Soothing","Panthenol, Niacinamide, Salicylic Acid, Allantoin"
"[3, 4, 3, 1, 2, 1, 2, 2, 4, 1, 1, 3, 3, 1]","Sunscreen, Serum","UV Protection, Hydrating","Allantoin, Panthenol, Water, Niacinamide"
"[3, 1, 2, 4, 2, 1, 2, 2, 2, 2, 2, 1, 4, 3]","Sunscreen, Serum","Acne Free, Soothing","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[1, 1, 3, 3, 4, 4, 2, 2, 4, 4, 4, 2, 1, 3]","Sunscreen, Booster","Acne Prevention, Balancing","Panthenol, Cica, Allantoin, Ceramide"
"[2, 1, 1, 2, 2, 3, 4, 2, 4, 2, 1, 2, 2, 4]","Sunscreen, Serum","Pore Care, Soothing","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[4, 1, 2, 3, 4, 4, 1, 2, 2, 1, 4, 1, 1, 2]","Sunscreen, Booster","Balancing, Acne Free","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[4, 1, 4, 3, 4, 4, 2, 2, 3, 4, 2, 4, 4, 2]","Sunscreen, Serum","Custom Care, Balancing","Allantoin, Panthenol, Salicylic Acid, Glycol"
"[4, 1, 4, 1, 2, 2, 4, 2, 1, 3, 3, 1, 1, 1]","Serum, Sunscreen","Hydrating, Soothing","Panthenol, Niacinamide, Glycerin, Salicylic Acid"
"[1, 2, 3, 3, 2, 2, 4, 2, 4, 1, 1, 2, 4, 1]","Sunscreen, Serum","Hydrating, Acne Prevention","Panthenol, Allantoin, Cica, Glycerin"
"[4, 3, 1, 2, 3, 4, 1, 1, 4, 3, 3, 3, 1, 3]","Sunscreen, Moisturizer","Balanced, Protective","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[1, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1, 4, 3, 3]","Sunscreen, Moisturizer","Hydrating, Balanced","Allantoin, Niacinamide, Glycerin, Ceramide"
"[3, 2, 3, 4, 1, 1, 2, 4, 1, 4, 1, 3, 1, 1]","Calming Mask, Serum","Calming, Hydrating","Allantoin, Cica, Ceramide, Panthenol"
"[3, 4, 4, 3, 4, 1, 4, 1, 2, 3, 2, 4, 2, 4]","Sunscreen, Booster","Balancing, Custom Care","Allantoin, Panthenol, Water, Salicylic Acid"
"[3, 4, 3, 2, 2, 2, 1, 3, 3, 4, 3, 4, 1, 3]","Sunscreen, Serum","Oil Control, Balanced","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[1, 2, 3, 1, 4, 3, 4, 1, 4, 2, 3, 4, 2, 3]","Sunscreen, Booster","Protective, Hydrating","Panthenol, Allantoin, Niacinamide, Glycerin"
"[4, 4, 2, 4, 2, 2, 3, 3, 1, 3, 1, 4, 2, 3]","Sunscreen, Serum","Balancing, Protective","Panthenol, Niacinamide, Ceramide, Allantoin"
"[1, 2, 2, 1, 4, 1, 4, 1, 2, 4, 3, 4, 2, 3]","Sunscreen, Booster","Hydrating, Custom Care","Niacinamide, Panthenol, Allantoin, Glycerin"
"[3, 2, 3, 3, 3, 4, 2, 4, 2, 4, 1, 1, 2, 2]","Sunscreen, Booster","Balanced Hydration, Balancing","Salicylic Acid, Panthenol, Allantoin, Niacinamide"
"[3, 1, 3, 3, 2, 2, 2, 1, 4, 4, 2, 2, 3, 3]","Sunscreen, Essence","Acne Prevention, Soothing","Allantoin, Niacinamide, Water, Cica"
"[1, 4, 2, 4, 2, 4, 4, 2, 3, 4, 1, 3, 2, 2]","Serum, Booster","Custom Care, Balancing","Panthenol, Niacinamide, Ceramide, Glycerin"
"[2, 3, 3, 4, 1, 1, 3, 1, 1, 3, 1, 2, 2, 3]","Serum, Calming Mask","Acne Prevention, Balancing","Allantoin, Cica, Panthenol, Niacinamide"
"[1, 2, 2, 2, 3, 2, 3, 1, 1, 2, 2, 1, 1, 2]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[1, 1, 4, 2, 3, 2, 4, 1, 1, 2, 2, 1, 3, 2]","Sunscreen, Moisturizer","Hydrating, Oil Control","Niacinamide, Salicylic Acid, Allantoin, Glycerin"
"[1, 2, 3, 2, 1, 2, 2, 4, 1, 1, 2, 4, 4, 1]","Sunscreen, Moisturizer","Hydrating, Oil Control","Allantoin, Glycerin, Ceramide, Salicylic Acid"
"[4, 1, 3, 2, 1, 4, 1, 1, 3, 4, 1, 4, 1, 2]","Calming Mask, Serum","Calming, Custom Care","Cica, Allantoin, Panthenol, Niacinamide"
"[2, 2, 3, 4, 3, 4, 4, 1, 3, 3, 2, 4, 1, 4]","Serum, Sunscreen","Custom Care, Pore Care","Allantoin, Panthenol, Cica, Salicylic Acid"
"[2, 3, 4, 3, 4, 1, 2, 3, 2, 2, 2, 4, 1, 4]","Sunscreen, Cleanser","Balanced, Balancing","Allantoin, Salicylic Acid, Niacinamide, Water"
"[1, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 2]","Sunscreen, Cleanser","Protective, Acne Free","Allantoin, Cica, Niacinamide, Salicylic Acid"
"[1, 2, 1, 1, 2, 3, 2, 4, 3, 4, 4, 2, 1, 4]","Serum, Booster","Hydrating, Acne Free","Panthenol, Ceramide, Salicylic Acid, Glycerin"
"[2, 1, 4, 4, 2, 4, 4, 1, 2, 2, 2, 4, 4, 1]","Sunscreen, Cleanser","Pore Care, Soothing","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[3, 2, 2, 4, 4, 3, 3, 3, 2, 3, 3, 3, 2, 2]","Sunscreen, Essence","Balanced, Balanced Hydration","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[4, 1, 2, 4, 4, 2, 4, 2, 3, 2, 3, 4, 3, 4]","Serum, Sunscreen","Balancing, Custom Care","Panthenol, Niacinamide, Glycol, Ceramide"
"[3, 4, 3, 3, 2, 4, 3, 3, 1, 4, 1, 2, 3, 1]","Serum, Sunscreen","Acne Prevention, Balanced","Panthenol, Niacinamide, Cica, Water"
"[2, 2, 4, 1, 1, 4, 3, 2, 2, 3, 4, 2, 3, 2]","Sunscreen, Cleanser","Pore Care, Acne Treatment","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 2, 1, 4, 4, 4, 2, 3, 2, 4, 2, 3, 1, 3]","Sunscreen, Serum","Balancing, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 1, 4, 3, 2, 1, 2, 1, 1, 2, 1, 2, 4, 1]","Sunscreen, Serum","Balancing, Hydrating","Panthenol, Allantoin, Cica, Niacinamide"
"[4, 1, 3, 4, 3, 4, 2, 1, 3, 2, 4, 1, 1, 2]","Serum, Sunscreen","Balancing, Protective","Panthenol, Niacinamide, Cica, Allantoin"
"[4, 1, 2, 1, 2, 2, 4, 1, 3, 3, 1, 4, 2, 3]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Cica"
"[1, 4, 2, 4, 3, 4, 2, 3, 3, 4, 4, 4, 4, 1]","Sunscreen, Moisturizer","Hydrating, Acne Free","Ceramide, Niacinamide, Panthenol, Glycerin"
"[3, 4, 2, 1, 4, 2, 3, 3, 4, 4, 1, 2, 3, 2]","Sunscreen, Essence","Balanced Hydration, Balanced","Niacinamide, Panthenol, Allantoin, Water"
"[2, 3, 3, 4, 4, 1, 2, 3, 2, 4, 4, 2, 1, 3]","Cleanser, Sunscreen","Balanced, Acne Prevention","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 1, 2, 2, 1, 3, 3, 3, 2, 1, 1, 3, 4, 1]","Sunscreen, Serum","Oil Control, Balanced","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[2, 3, 1, 4, 2, 4, 3, 4, 3, 2, 2, 3, 3, 2]","Sunscreen, Serum","Balanced, Custom Care","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[1, 4, 2, 4, 1, 1, 1, 2, 2, 2, 3, 1, 1, 4]","Serum, Sunscreen","Acne Free, Balancing","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 4, 4, 1, 1, 3, 4, 4, 1, 4, 2, 3, 3, 3]","Sunscreen, Mask","Pore Care, Hydrating","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[3, 2, 1, 4, 1, 1, 1, 2, 3, 3, 3, 3, 3, 2]","Sunscreen, Serum","Balanced, Balanced Hydration","Allantoin, Niacinamide, Water, Salicylic Acid"
"[3, 4, 1, 4, 4, 3, 4, 4, 3, 3, 3, 2, 2, 2]","Sunscreen, Booster","Custom Care, Balanced Hydration","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 4, 4, 2, 2, 3, 3, 3, 1, 2, 3, 4, 3, 2]","Sunscreen, Moisturizer","Protective, Balanced","Niacinamide, Ceramide, Salicylic Acid, Glycerin"
"[4, 2, 2, 3, 2, 4, 4, 3, 1, 1, 3, 2, 1, 4]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Allantoin, Glycol"
"[2, 4, 1, 4, 2, 3, 4, 4, 4, 2, 1, 1, 4, 2]","Sunscreen, Cleanser","Pore Care, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[2, 3, 3, 2, 4, 1, 1, 4, 1, 3, 4, 3, 2, 1]","Moisturizer, Booster","Balanced, Custom Care","Panthenol, Niacinamide, Allantoin, Glycerin"
"[3, 4, 3, 2, 2, 4, 2, 3, 4, 2, 4, 2, 3, 4]","Sunscreen, Serum","Acne Prevention, Balanced","Niacinamide, Panthenol, Salicylic Acid, Water"
"[3, 4, 4, 2, 3, 3, 2, 1, 3, 2, 2, 1, 3, 2]","Sunscreen, Essence","Protective, Balanced Hydration","Niacinamide, Salicylic Acid, Allantoin, Water"
"[1, 3, 2, 4, 1, 1, 1, 2, 3, 1, 1, 4, 1, 1]","Moisturizer, Serum","Hydrating, Calming","Allantoin, Glycerin, Ceramide, Panthenol"
"[1, 2, 3, 2, 2, 1, 2, 3, 2, 2, 1, 1, 4, 4]","Cleanser, Sunscreen","Oil Control, Acne Free","Salicylic Acid, Niacinamide, Panthenol, Cica"
"[1, 4, 4, 3, 1, 2, 2, 4, 2, 2, 4, 1, 1, 3]","Sunscreen, Cleanser","Balancing, Calming","Niacinamide, Salicylic Acid, Allantoin, Ceramide"
"[2, 1, 2, 3, 2, 2, 2, 2, 3, 4, 1, 3, 1, 2]","Sunscreen, Serum","Pore Care, Acne Free","Niacinamide, Allantoin, Panthenol, Salicylic Acid"
"[4, 2, 2, 2, 3, 3, 1, 2, 2, 2, 3, 1, 1, 4]","Serum, Cleanser","Protective, Balancing","Niacinamide, Salicylic Acid, Panthenol, Glycol"
"[2, 3, 4, 3, 3, 3, 1, 1, 3, 4, 3, 3, 4, 3]","Sunscreen, Moisturizer","Balanced, Protective","Niacinamide, Allantoin, Salicylic Acid, Bakuchiol"
"[1, 2, 4, 4, 2, 4, 4, 2, 1, 1, 4, 4, 1, 2]","Serum, Booster","Hydrating, Balancing","Panthenol, Ceramide, Allantoin, Glycerin"
"[2, 2, 3, 2, 4, 4, 4, 3, 3, 4, 1, 2, 3, 4]","Serum, Booster","Custom Care, Pore Care","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[2, 4, 3, 1, 2, 4, 3, 4, 1, 2, 3, 1, 3, 2]","Sunscreen, Serum","Pore Care, Hydrating","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[1, 1, 2, 1, 3, 3, 2, 1, 2, 3, 1, 4, 2, 4]","Sunscreen, Cleanser","Protective, Hydrating","Niacinamide, Panthenol, Allantoin, Glycerin"
"[1, 4, 3, 1, 2, 1, 4, 3, 3, 1, 2, 3, 4, 4]","Sunscreen, Serum","Hydrating, Soothing","Panthenol, Allantoin, Niacinamide, Glycerin"
"[3, 2, 1, 1, 4, 4, 1, 4, 4, 2, 2, 4, 1, 2]","Sunscreen, Booster","Custom Care, Balanced Hydration","Allantoin, Panthenol, Water, Salicylic Acid"
"[2, 1, 1, 1, 2, 1, 3, 4, 3, 4, 2, 1, 3, 1]","Sunscreen, Serum","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[1, 3, 4, 2, 1, 1, 4, 3, 1, 4, 1, 3, 4, 3]","Sunscreen, Moisturizer","Balanced, Hydrating","Allantoin, Niacinamide, Glycerin, Ceramide"
"[1, 4, 1, 3, 3, 2, 3, 3, 1, 2, 1, 2, 2, 2]","Sunscreen, Moisturizer","Hydrating, Balancing","Niacinamide, Panthenol, Glycerin, Ceramide"
"[1, 3, 1, 1, 3, 2, 1, 3, 3, 1, 1, 3, 4, 4]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Glycerin, Allantoin, Panthenol"
"[3, 1, 1, 3, 3, 2, 4, 2, 3, 4, 2, 4, 1, 1]","Sunscreen, Essence","Protective, Custom Care","Allantoin, Niacinamide, Water, Panthenol"
"[2, 4, 1, 3, 4, 1, 1, 2, 2, 2, 3, 4, 3, 4]","Sunscreen, Cleanser","Pore Care, Balancing","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[4, 1, 3, 2, 2, 3, 1, 2, 1, 4, 1, 3, 1, 1]","Serum, Moisturizer","Soothing, Hydrating","Panthenol, Niacinamide, Cica, Ceramide"
"[1, 3, 2, 4, 3, 3, 4, 3, 4, 2, 4, 1, 2, 3]","Sunscreen, Booster","Protective, Balancing","Niacinamide, Ceramide, Panthenol, Allantoin"
"[4, 2, 4, 4, 3, 2, 3, 1, 4, 3, 4, 2, 3, 3]","Sunscreen, Serum","Balancing, Protective","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[1, 3, 4, 1, 4, 4, 4, 4, 2, 2, 2, 4, 3, 1]","Booster, Moisturizer","Custom Care, Hydrating","Panthenol, Glycerin, Allantoin, Niacinamide"
"[3, 2, 3, 1, 4, 1, 1, 3, 1, 2, 2, 4, 4, 2]","Sunscreen, Essence","Balanced Hydration, Hydrating","Allantoin, Glycerin, Water, Panthenol"
"[4, 3, 4, 2, 2, 2, 4, 1, 2, 1, 4, 1, 2, 1]","Cleanser, Booster","Balancing, Oil Control","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 4, 3, 2, 3, 1, 3, 3, 1, 1, 2, 1, 2, 1]","Sunscreen, Serum","Balancing, UV Protection","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[2, 4, 2, 2, 4, 4, 1, 1, 3, 1, 3, 2, 3, 2]","Sunscreen, Cleanser","Custom Care, Pore Care","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 4, 3, 4, 1, 3, 2, 2, 1, 2, 3, 2, 4, 4]","Serum, Sunscreen","Acne Prevention, Balancing","Panthenol, Allantoin, Niacinamide, Cica"
"[1, 2, 2, 4, 2, 3, 1, 4, 1, 1, 1, 2, 3, 1]","Moisturizer, Spot Treatment","Hydrating, Pore Care","Ceramide, Panthenol, Glycerin, Niacinamide"
"[3, 4, 3, 2, 4, 3, 2, 4, 4, 4, 4, 2, 1, 3]","Booster, Essence","Acne Prevention, Custom Care","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[1, 1, 4, 3, 2, 1, 3, 3, 3, 3, 1, 3, 4, 3]","Sunscreen, Serum","Balanced, Minimal Care","Niacinamide, Allantoin, Water, Panthenol"
"[3, 4, 4, 3, 4, 2, 4, 2, 2, 2, 1, 1, 1, 3]","Sunscreen, Mask","Custom Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 1, 1, 2, 3, 2, 2, 1, 2, 3, 1, 2, 3, 1]","Sunscreen, Cleanser","Oil Control, Pore Care","Niacinamide, Salicylic Acid, Cica, Allantoin"
"[3, 4, 3, 2, 4, 2, 3, 3, 2, 2, 1, 2, 3, 3]","Sunscreen, Serum","Oil Control, Acne Prevention","Niacinamide, Salicylic Acid, Cica, Panthenol"
"[3, 4, 4, 3, 1, 3, 3, 3, 3, 1, 1, 2, 1, 4]","Sunscreen, Calming Mask","Balancing, Calming","Allantoin, Cica, Panthenol, Water"
"[4, 4, 1, 1, 1, 2, 1, 4, 2, 3, 3, 2, 3, 4]","Sunscreen, Serum","Balancing, Oil Control","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[4, 3, 4, 1, 4, 1, 3, 4, 2, 4, 3, 4, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Panthenol, Glycol, Allantoin, Niacinamide"
"[3, 2, 1, 2, 4, 2, 4, 1, 4, 2, 2, 2, 3, 4]","Sunscreen, Essence","Oil Control, Custom Care","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[1, 4, 3, 3, 1, 2, 1, 2, 4, 1, 2, 3, 4, 1]","Sunscreen, Moisturizer","Hydrating, Soothing","Allantoin, Glycerin, Niacinamide, Ceramide"
"[2, 1, 1, 1, 1, 1, 3, 1, 1, 4, 4, 4, 3, 2]","Sunscreen, Calming Mask","Pore Care, Hydrating","Allantoin, Niacinamide, Salicylic Acid, Glycerin"
"[1, 2, 2, 3, 2, 4, 2, 1, 2, 1, 2, 4, 4, 2]","Sunscreen, Spot Treatment","Acne Free, Soothing","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[2, 2, 1, 1, 3, 4, 1, 3, 2, 2, 2, 3, 4, 3]","Sunscreen, Cleanser","Protective, Pore Care","Niacinamide, Salicylic Acid, Glycerin, Panthenol"
"[4, 1, 1, 3, 2, 2, 4, 4, 2, 4, 4, 4, 2, 2]","Sunscreen, Booster","Balancing, Oil Control","Panthenol, Niacinamide, Allantoin, Glycol"
"[4, 1, 2, 4, 4, 1, 2, 4, 1, 4, 2, 1, 2, 1]","Booster, Serum","Balancing, Acne Free","Panthenol, Niacinamide, Ceramide, Glycol"
"[3, 4, 2, 3, 1, 1, 2, 4, 4, 2, 1, 1, 3, 4]","Sunscreen, Calming Mask","Acne Free, Balancing","Allantoin, Niacinamide, Water, Salicylic Acid"
"[1, 3, 4, 1, 3, 1, 3, 4, 1, 2, 4, 1, 2, 3]","Sunscreen, Moisturizer","Hydrating, Protective","Panthenol, Niacinamide, Glycerin, Ceramide"
"[1, 1, 4, 2, 4, 1, 1, 1, 1, 2, 2, 2, 1, 1]","Moisturizer, Toner","Hydrating, Calming","Glycerin, Allantoin, Ceramide, Niacinamide"
"[1, 1, 4, 1, 1, 2, 2, 2, 1, 2, 4, 1, 4, 2]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Glycerin, Ceramide, Salicylic Acid"
"[4, 1, 4, 4, 3, 1, 2, 2, 3, 4, 3, 3, 1, 4]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[4, 2, 1, 2, 4, 2, 4, 1, 2, 3, 4, 4, 2, 3]","Sunscreen, Booster","Balancing, Oil Control","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[4, 3, 4, 2, 3, 2, 4, 4, 1, 3, 2, 4, 2, 4]","Sunscreen, Booster","Balancing, Oil Control","Panthenol, Allantoin, Glycol, Niacinamide"
"[3, 2, 1, 4, 3, 1, 2, 4, 3, 4, 1, 3, 2, 3]","Sunscreen, Serum","Acne Free, Balancing","Panthenol, Salicylic Acid, Niacinamide, Water"
"[4, 3, 1, 3, 1, 1, 1, 2, 2, 4, 4, 1, 3, 3]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[3, 2, 3, 4, 4, 1, 2, 1, 3, 3, 4, 3, 3, 3]","Sunscreen, Serum","Balancing, Custom Care","Allantoin, Panthenol, Niacinamide, Water"
"[3, 2, 3, 4, 3, 1, 4, 3, 1, 4, 1, 2, 2, 4]","Serum, Sunscreen","Balancing, Acne Prevention","Panthenol, Cica, Water, Allantoin"
"[3, 4, 2, 1, 2, 4, 4, 2, 3, 4, 4, 3, 1, 3]","Serum, Booster","Custom Care, Soothing","Panthenol, Niacinamide, Allantoin, Water"
