Jawaban,Produk,Fitur,Bahan
"[1, 4, 4, 2, 2, 2, 2, 3, 2, 1, 1, 4, 3, 1]","Sunscreen, Cleanser","Oil Control, Hydrating","Niacinamide, Salicylic Acid, Glycerin, Ceramide"
"[1, 1, 2, 2, 4, 3, 4, 1, 4, 2, 3, 4, 4, 1]","Sunscreen, Moisturizer","Protective, Hydrating","Niacinamide, Allantoin, Ceramide, Glycerin"
"[4, 3, 4, 2, 1, 1, 4, 1, 1, 4, 3, 4, 3, 1]","Sunscreen, Moisturizer","Balanced, Calming","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[3, 2, 4, 2, 2, 3, 1, 3, 1, 4, 2, 1, 3, 4]","Essence, Cleanser","Soothing, Balanced","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[1, 2, 4, 3, 2, 4, 1, 3, 4, 4, 2, 2, 2, 2]","Sunscreen, Moisturizer","Balancing, Soothing","Allantoin, Panthenol, Glycerin, Salicylic Acid"
"[1, 3, 2, 3, 4, 1, 4, 4, 1, 2, 4, 1, 2, 4]","Booster, Moisturizer","Balancing, Custom Care","Panthenol, Ceramide, Allantoin, Niacinamide"
"[1, 3, 4, 4, 3, 3, 1, 2, 4, 3, 3, 3, 2, 3]","Sunscreen, Moisturizer","Balanced, Protective","Niacinamide, Ceramide, Allantoin, Panthenol"
"[1, 3, 1, 1, 4, 2, 4, 3, 2, 2, 2, 3, 1, 2]","Sunscreen, Moisturizer","Balanced, Hydrating","Niacinamide, Allantoin, Panthenol, Glycerin"
"[3, 4, 2, 3, 3, 2, 3, 4, 1, 1, 3, 4, 4, 4]","Sunscreen, Serum","Balancing, Protective","Allantoin, Niacinamide, Water, Panthenol"
"[1, 1, 4, 4, 2, 1, 2, 4, 1, 2, 2, 2, 2, 1]","Moisturizer, Toner","Hydrating, Balancing","Panthenol, Ceramide, Glycerin, Niacinamide"
"[4, 1, 3, 2, 2, 4, 3, 2, 1, 2, 3, 1, 2, 2]","Serum, Sunscreen","Balancing, Soothing","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[1, 3, 1, 2, 1, 3, 3, 2, 2, 1, 4, 3, 2, 3]","Sunscreen, Moisturizer","Balanced, Oil Control","Niacinamide, Ceramide, Allantoin, Salicylic Acid"
"[1, 2, 2, 4, 1, 4, 1, 1, 2, 3, 3, 4, 2, 2]","Sunscreen, Moisturizer","Balancing, Calming","Allantoin, Niacinamide, Panthenol, Glycerin"
"[4, 2, 3, 3, 1, 3, 3, 3, 2, 3, 2, 2, 1, 4]","Serum, Sunscreen","Balancing, Acne Prevention","Allantoin, Cica, Panthenol, Glycol"
"[4, 2, 2, 2, 3, 3, 2, 4, 3, 4, 4, 4, 3, 3]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[2, 2, 2, 2, 4, 2, 2, 1, 1, 2, 4, 3, 4, 4]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[4, 3, 1, 1, 2, 4, 2, 1, 1, 1, 2, 1, 1, 3]","Sunscreen, Serum","Acne Free, Hydrating","Allantoin, Panthenol, Salicylic Acid, Glycerin"
"[3, 1, 4, 4, 4, 1, 2, 1, 1, 1, 2, 4, 2, 1]","Sunscreen, Essence","Balancing, UV Protection","Allantoin, Ceramide, Panthenol, Water"
"[3, 4, 4, 1, 3, 1, 3, 3, 1, 1, 1, 2, 2, 4]","Sunscreen, Mask","Hydrating, UV Protection","Panthenol, Allantoin, Niacinamide, Water"
"[3, 4, 2, 2, 1, 3, 3, 3, 1, 4, 3, 1, 2, 1]","Essence, Cleanser","Acne Free, Balanced","Niacinamide, Salicylic Acid, Ceramide, Allantoin"
"[3, 3, 3, 1, 3, 3, 1, 2, 1, 4, 2, 3, 1, 1]","Moisturizer, Essence","Hydrating, Balanced","Allantoin, Glycerin, Ceramide, Cica"
"[4, 3, 1, 2, 1, 2, 4, 3, 1, 1, 3, 2, 2, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Niacinamide, Allantoin, Glycol"
"[2, 1, 2, 2, 2, 4, 4, 3, 3, 1, 2, 3, 2, 3]","Sunscreen, Booster","Custom Care, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 3, 1, 1, 1, 3, 3, 2, 3, 1, 4, 1, 1, 2]","Sunscreen, Serum","Balanced Hydration, Acne Free","Allantoin, Panthenol, Salicylic Acid, Cica"
"[4, 4, 1, 1, 4, 2, 1, 1, 2, 2, 3, 1, 2, 1]","Sunscreen, Booster","Balancing, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[3, 4, 1, 1, 3, 2, 2, 4, 1, 1, 3, 1, 2, 1]","Sunscreen, Cleanser","Acne Free, Hydrating","Niacinamide, Salicylic Acid, Glycerin, Panthenol"
"[1, 3, 4, 4, 4, 3, 1, 1, 3, 2, 1, 1, 1, 1]","Moisturizer, Calming Mask","Hydrating, Custom Care","Ceramide, Glycerin, Allantoin, Panthenol"
"[1, 1, 3, 4, 2, 4, 3, 2, 4, 2, 2, 4, 3, 3]","Serum, Sunscreen","Soothing, Protective","Niacinamide, Panthenol, Allantoin, Ceramide"
"[4, 3, 4, 1, 2, 2, 4, 2, 3, 4, 4, 4, 4, 2]","Serum, Sunscreen","Balancing, Soothing","Panthenol, Allantoin, Glycol, Salicylic Acid"
"[4, 4, 1, 4, 3, 4, 3, 2, 2, 4, 3, 3, 3, 3]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[4, 2, 3, 4, 3, 1, 4, 3, 1, 1, 1, 2, 3, 3]","Sunscreen, Serum","Balancing, Acne Prevention","Panthenol, Niacinamide, Cica, Ceramide"
"[3, 4, 4, 2, 3, 2, 4, 3, 3, 1, 3, 4, 2, 2]","Sunscreen, Mask","Balanced Hydration, Oil Control","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[4, 4, 1, 1, 2, 3, 3, 3, 3, 1, 2, 2, 4, 2]","Sunscreen, Serum","Soothing, Balancing","Panthenol, Allantoin, Niacinamide, Salicylic Acid"
"[3, 3, 1, 3, 4, 4, 3, 4, 2, 3, 2, 4, 2, 3]","Sunscreen, Booster","Custom Care, Balancing","Allantoin, Panthenol, Water, Salicylic Acid"
"[1, 1, 3, 2, 4, 2, 3, 4, 4, 4, 2, 3, 4, 3]","Sunscreen, Serum","Oil Control, Custom Care","Niacinamide, Allantoin, Panthenol, Glycerin"
"[2, 1, 4, 3, 1, 4, 1, 3, 2, 2, 3, 4, 4, 1]","Sunscreen, Cleanser","Pore Care, Balanced","Niacinamide, Allantoin, Salicylic Acid, Glycerin"
"[1, 4, 4, 1, 4, 2, 2, 1, 1, 3, 3, 1, 4, 2]","Sunscreen, Moisturizer","Hydrating, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Glycerin"
"[4, 2, 3, 4, 1, 3, 2, 1, 1, 1, 2, 1, 1, 2]","Serum, Calming Mask","Calming, Balancing","Allantoin, Cica, Salicylic Acid, Ceramide"
"[4, 3, 3, 4, 4, 2, 4, 2, 4, 3, 2, 4, 4, 3]","Sunscreen, Serum","Balancing, Custom Care","Allantoin, Panthenol, Niacinamide, Glycol"
"[2, 3, 4, 2, 4, 1, 4, 3, 4, 3, 4, 3, 1, 4]","Sunscreen, Booster","Balanced, Custom Care","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
"[3, 2, 2, 1, 3, 3, 1, 1, 3, 1, 3, 3, 4, 3]","Sunscreen, Essence","Protective, Balanced","Niacinamide, Allantoin, Glycerin, Bakuchiol"
"[4, 1, 2, 2, 3, 1, 4, 4, 1, 1, 4, 1, 1, 1]","Sunscreen, Booster","Balancing, Acne Free","Niacinamide, Panthenol, Allantoin, Ceramide"
"[4, 3, 1, 3, 3, 2, 4, 2, 2, 2, 4, 1, 3, 4]","Sunscreen, Serum","Balancing, Balanced","Niacinamide, Panthenol, Salicylic Acid, Glycol"
"[4, 3, 3, 2, 1, 3, 2, 3, 2, 1, 3, 3, 2, 2]","Sunscreen, Cleanser","Balanced, Balancing","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[4, 3, 3, 4, 3, 4, 1, 1, 4, 3, 2, 2, 3, 3]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Panthenol, Cica, Niacinamide"
"[2, 4, 3, 1, 2, 1, 3, 1, 4, 3, 2, 1, 3, 3]","Sunscreen, Serum","Pore Care, Soothing","Niacinamide, Allantoin, Salicylic Acid, Cica"
"[4, 4, 4, 3, 1, 2, 1, 4, 2, 4, 2, 2, 3, 1]","Sunscreen, Mask","Balancing, Oil Control","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[2, 3, 4, 4, 3, 2, 3, 1, 1, 4, 1, 3, 1, 2]","Sunscreen, Calming Mask","Balanced, Calming","Niacinamide, Allantoin, Cica, Salicylic Acid"
"[2, 4, 4, 1, 2, 1, 1, 2, 3, 3, 3, 2, 3, 4]","Serum, Sunscreen","Pore Care, Soothing","Panthenol, Niacinamide, Salicylic Acid, Glycerin"
"[4, 2, 2, 4, 3, 3, 2, 3, 3, 4, 3, 4, 1, 3]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Salicylic Acid, Ceramide"
"[3, 3, 1, 1, 1, 2, 3, 4, 1, 4, 3, 2, 3, 2]","Sunscreen, Moisturizer","Balanced, Balanced Hydration","Allantoin, Panthenol, Niacinamide, Glycerin"
"[2, 4, 3, 2, 2, 2, 3, 2, 2, 3, 1, 2, 4, 4]","Serum, Cleanser","Oil Control, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[4, 1, 3, 3, 1, 2, 3, 4, 2, 3, 3, 4, 2, 1]","Sunscreen, Serum","Balancing, Oil Control","Niacinamide, Allantoin, Panthenol, Glycol"
"[2, 4, 1, 3, 3, 3, 4, 4, 3, 4, 1, 4, 2, 3]","Sunscreen, Booster","Protective, Custom Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[4, 2, 3, 3, 4, 1, 4, 1, 1, 1, 3, 4, 1, 3]","Sunscreen, Serum","Balancing, Custom Care","Allantoin, Panthenol, Cica, Water"
"[4, 4, 2, 1, 3, 4, 1, 2, 2, 2, 1, 3, 2, 3]","Sunscreen, Serum","Protective, Balancing","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[3, 2, 1, 4, 4, 3, 1, 3, 3, 2, 1, 4, 3, 3]","Sunscreen, Essence","Protective, Custom Care","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 1, 4, 1, 1, 3, 1, 4, 2, 3, 3, 2, 3, 1]","Sunscreen, Cleanser","Pore Care, Hydrating","Niacinamide, Salicylic Acid, Glycerin, Panthenol"
"[1, 1, 2, 3, 4, 2, 4, 2, 2, 1, 4, 1, 1, 1]","Sunscreen, Booster","Hydrating, Acne Free","Niacinamide, Panthenol, Ceramide, Allantoin"
"[1, 2, 2, 1, 1, 3, 1, 3, 4, 1, 1, 2, 4, 4]","Sunscreen, Moisturizer","Hydrating, UV Protection","Panthenol, Allantoin, Glycerin, Cica"
"[4, 3, 1, 3, 3, 3, 3, 2, 3, 4, 1, 3, 2, 3]","Sunscreen, Serum","Balancing, Protective","Panthenol, Niacinamide, Allantoin, Retinol"
"[2, 2, 3, 4, 3, 4, 1, 3, 3, 3, 4, 2, 2, 3]","Sunscreen, Serum","Balancing, Pore Care","Panthenol, Niacinamide, Salicylic Acid, Cica"
"[2, 1, 1, 1, 2, 2, 2, 4, 4, 1, 4, 3, 4, 1]","Sunscreen, Cleanser","Pore Care, Acne Free","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[3, 2, 2, 1, 3, 3, 4, 3, 2, 1, 3, 1, 1, 2]","Sunscreen, Essence","Balanced Hydration, Acne Free","Niacinamide, Allantoin, Salicylic Acid, Panthenol"
"[2, 4, 1, 3, 4, 4, 4, 4, 3, 3, 4, 1, 1, 2]","Booster, Sunscreen","Custom Care, Pore Care","Panthenol, Salicylic Acid, Allantoin, Niacinamide"
"[4, 4, 3, 4, 3, 3, 4, 1, 1, 2, 1, 2, 4, 1]","Serum, Sunscreen","Protective, Balancing","Panthenol, Cica, Ceramide, Niacinamide"
"[2, 2, 4, 3, 4, 4, 1, 3, 4, 3, 4, 2, 1, 3]","Sunscreen, Booster","Pore Care, Balancing","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[4, 2, 2, 4, 4, 4, 4, 3, 3, 3, 2, 1, 3, 4]","Serum, Booster","Custom Care, Balancing","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[1, 2, 3, 2, 4, 3, 1, 4, 4, 1, 4, 1, 3, 4]","Booster, Sunscreen","Custom Care, UV Protection","Panthenol, Ceramide, Salicylic Acid, Niacinamide"
"[3, 4, 1, 4, 2, 1, 3, 2, 1, 2, 1, 3, 4, 1]","Sunscreen, Serum","Soothing, Hydrating","Panthenol, Allantoin, Niacinamide, Ceramide"
"[3, 2, 1, 4, 2, 1, 2, 2, 4, 2, 3, 4, 1, 2]","Sunscreen, Serum","Balanced Hydration, Acne Free","Allantoin, Water, Salicylic Acid, Panthenol"
"[1, 1, 2, 1, 2, 3, 1, 1, 3, 2, 2, 1, 3, 1]","Moisturizer, Serum","Hydrating, Acne Free","Niacinamide, Glycerin, Ceramide, Panthenol"
"[4, 1, 1, 1, 1, 2, 3, 1, 4, 1, 2, 1, 4, 4]","Sunscreen, Serum","Balancing, Acne Free","Allantoin, Panthenol, Niacinamide, Glycol"
"[2, 2, 1, 2, 1, 1, 2, 4, 4, 4, 3, 1, 3, 1]","Sunscreen, Cleanser","Acne Free, Pore Care","Salicylic Acid, Niacinamide, Allantoin, Water"
"[3, 1, 4, 4, 3, 1, 1, 1, 2, 2, 3, 2, 1, 3]","Sunscreen, Toner","Protective, Calming","Niacinamide, Allantoin, Cica, Water"
"[4, 3, 2, 2, 2, 4, 4, 4, 2, 2, 4, 1, 3, 1]","Booster, Cleanser","Custom Care, Balancing","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[3, 1, 1, 4, 3, 4, 4, 2, 3, 1, 2, 3, 4, 3]","Sunscreen, Serum","Custom Care, Protective","Allantoin, Niacinamide, Panthenol, Aloe Vera"
"[4, 3, 3, 1, 2, 4, 2, 4, 3, 4, 3, 1, 1, 3]","Serum, Booster","Custom Care, Balanced","Panthenol, Niacinamide, Glycol, Allantoin"
"[4, 3, 1, 4, 1, 1, 1, 2, 3, 3, 3, 2, 4, 2]","Sunscreen, Serum","Balancing, Balanced","Allantoin, Panthenol, Cica, Bakuchiol"
"[4, 3, 1, 3, 4, 3, 1, 3, 4, 1, 1, 4, 3, 1]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Panthenol, Water, Ceramide"
"[1, 1, 4, 3, 4, 4, 2, 3, 3, 3, 1, 2, 3, 1]","Sunscreen, Moisturizer","Custom Care, Hydrating","Panthenol, Niacinamide, Glycerin, Ceramide"
"[3, 4, 1, 2, 4, 3, 3, 2, 4, 1, 1, 1, 2, 1]","Sunscreen, Essence","Acne Free, UV Protection","Salicylic Acid, Panthenol, Allantoin, Niacinamide"
"[4, 4, 4, 3, 2, 2, 2, 4, 3, 3, 2, 2, 2, 2]","Sunscreen, Serum","Balancing, Soothing","Panthenol, Allantoin, Salicylic Acid, Glycol"
"[2, 4, 1, 4, 3, 2, 1, 4, 3, 3, 2, 2, 4, 3]","Sunscreen, Serum","Pore Care, Protective","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[1, 3, 2, 1, 1, 3, 1, 1, 3, 4, 3, 3, 1, 1]","Moisturizer, Calming Mask","Hydrating, Balanced","Glycerin, Allantoin, Ceramide, Niacinamide"
"[2, 4, 4, 3, 1, 4, 3, 3, 1, 4, 2, 4, 4, 2]","Sunscreen, Mask","Pore Care, Acne Treatment","Allantoin, Salicylic Acid, Niacinamide, Water"
"[3, 3, 3, 3, 3, 1, 3, 1, 4, 4, 4, 4, 3, 1]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Water, Cica, Niacinamide"
"[2, 3, 1, 1, 1, 1, 2, 2, 2, 1, 4, 1, 3, 4]","Cleanser, Sunscreen","Acne Free, Balanced","Salicylic Acid, Niacinamide, Allantoin, Panthenol"
"[2, 3, 1, 3, 2, 4, 3, 2, 4, 4, 3, 3, 3, 4]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[3, 4, 3, 2, 1, 4, 4, 2, 3, 4, 1, 2, 3, 2]","Serum, Calming Mask","Custom Care, Balanced Hydration","Panthenol, Cica, Allantoin, Niacinamide"
"[1, 4, 2, 3, 3, 3, 4, 2, 1, 1, 3, 2, 3, 1]","Sunscreen, Moisturizer","Hydrating, Protective","Niacinamide, Ceramide, Glycerin, Panthenol"
"[2, 4, 4, 1, 3, 2, 2, 2, 3, 1, 3, 2, 1, 3]","Sunscreen, Cleanser","Pore Care, Protective","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[2, 1, 2, 3, 3, 3, 4, 3, 3, 1, 4, 3, 4, 3]","Sunscreen, Booster","Protective, Pore Care","Niacinamide, Allantoin, Ceramide, Panthenol"
"[2, 3, 4, 3, 3, 3, 4, 1, 4, 3, 2, 4, 4, 3]","Sunscreen, Essence","Protective, Minimal Care","Allantoin, Niacinamide, Salicylic Acid, Water"
"[3, 3, 2, 4, 1, 4, 4, 3, 1, 3, 3, 4, 2, 1]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Panthenol, Niacinamide, Ceramide"
"[4, 2, 2, 4, 4, 2, 1, 1, 1, 1, 1, 3, 3, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Niacinamide, Glycol, Ceramide"
"[4, 3, 4, 3, 3, 2, 3, 2, 3, 4, 3, 1, 3, 1]","Sunscreen, Serum","Balanced, Balancing","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[1, 3, 1, 1, 1, 1, 3, 2, 3, 1, 3, 3, 3, 4]","Sunscreen, Serum","Balanced, Hydrating","Allantoin, Panthenol, Niacinamide, Glycerin"
"[1, 3, 2, 3, 4, 2, 4, 1, 4, 3, 3, 4, 3, 2]","Sunscreen, Moisturizer","Balanced, Custom Care","Allantoin, Niacinamide, Water, Panthenol"
"[4, 1, 2, 4, 1, 4, 4, 2, 4, 2, 2, 2, 1, 1]","Serum, Toner","Balancing, Calming","Panthenol, Allantoin, Niacinamide, Cica"
"[2, 1, 3, 2, 3, 4, 2, 4, 2, 1, 2, 3, 1, 1]","Cleanser, Sunscreen","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Allantoin, Cica"
"[2, 4, 4, 2, 2, 2, 1, 2, 1, 1, 3, 3, 2, 1]","Sunscreen, Moisturizer","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[4, 2, 4, 3, 4, 1, 1, 4, 2, 2, 1, 3, 4, 2]","Sunscreen, Booster","Balancing, Custom Care","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[1, 2, 3, 2, 4, 3, 3, 3, 2, 2, 3, 1, 2, 2]","Sunscreen, Cleanser","Oil Control, Protective","Niacinamide, Salicylic Acid, Ceramide, Panthenol"
"[4, 1, 2, 1, 2, 2, 4, 4, 4, 3, 4, 3, 4, 4]","Sunscreen, Serum","Balancing, Custom Care","Panthenol, Niacinamide, Glycol, Allantoin"
"[2, 4, 1, 3, 2, 4, 1, 2, 3, 2, 4, 4, 2, 4]","Sunscreen, Serum","Balancing, Pore Care","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[2, 1, 2, 2, 1, 1, 1, 4, 2, 1, 4, 1, 3, 4]","Cleanser, Sunscreen","Pore Care, Acne Free","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[4, 4, 3, 1, 1, 2, 2, 3, 1, 4, 1, 2, 3, 1]","Sunscreen, Serum","Hydrating, Acne Prevention","Panthenol, Niacinamide, Cica, Glycerin"
"[1, 2, 3, 2, 2, 3, 4, 4, 1, 2, 4, 2, 3, 3]","Booster, Sunscreen","Protective, Hydrating","Panthenol, Ceramide, Niacinamide, Glycerin"
"[1, 2, 2, 4, 4, 4, 3, 1, 2, 1, 1, 1, 4, 2]","Sunscreen, Spot Treatment","Acne Free, Custom Care","Panthenol, Allantoin, Salicylic Acid, Niacinamide"
"[2, 3, 1, 1, 4, 1, 3, 2, 4, 1, 1, 1, 1, 2]","Sunscreen, Cleanser","UV Protection, Acne Free","Allantoin, Panthenol, Salicylic Acid, Niacinamide"
"[2, 4, 4, 2, 2, 1, 1, 3, 2, 4, 1, 1, 3, 2]","Cleanser, Sunscreen","Pore Care, Oil Control","Niacinamide, Salicylic Acid, Panthenol, Allantoin"
"[3, 4, 4, 4, 2, 4, 3, 3, 4, 3, 1, 1, 3, 4]","Serum, Sunscreen","Balancing, Balanced","Panthenol, Niacinamide, Allantoin, Salicylic Acid"
"[4, 1, 3, 1, 4, 3, 4, 3, 1, 3, 4, 1, 3, 2]","Sunscreen, Booster","Balancing, Hydrating","Panthenol, Niacinamide, Ceramide, Glycerin"
"[1, 3, 1, 3, 2, 2, 3, 1, 2, 4, 2, 4, 4, 2]","Sunscreen, Moisturizer","Soothing, Oil Control","Allantoin, Salicylic Acid, Niacinamide, Glycerin"
"[2, 3, 2, 4, 4, 1, 2, 1, 3, 1, 4, 3, 2, 1]","Booster, Sunscreen","Balancing, Balanced","Allantoin, Panthenol, Niacinamide, Ceramide"
"[4, 1, 2, 1, 4, 1, 3, 1, 1, 3, 2, 4, 1, 4]","Serum, Sunscreen","Balancing, Hydrating","Allantoin, Panthenol, Glycol, Niacinamide"
"[3, 3, 4, 3, 2, 3, 3, 2, 2, 2, 3, 3, 4, 2]","Sunscreen, Serum","Balanced, Balanced Hydration","Allantoin, Niacinamide, Water, Salicylic Acid"
"[3, 4, 1, 3, 1, 4, 1, 2, 2, 1, 4, 4, 3, 4]","Sunscreen, Booster","Balancing, Balanced Hydration","Allantoin, Panthenol, Niacinamide, Salicylic Acid"
"[2, 2, 2, 2, 4, 4, 2, 2, 4, 2, 1, 2, 1, 2]","Cleanser, Sunscreen","Pore Care, Acne Free","Panthenol, Salicylic Acid, Niacinamide, Allantoin"
"[1, 3, 3, 4, 4, 2, 1, 2, 3, 2, 2, 3, 2, 2]","Serum, Sunscreen","Balanced, Balancing","Panthenol, Allantoin, Niacinamide, Glycerin"
"[4, 2, 1, 2, 1, 2, 2, 2, 3, 2, 4, 4, 4, 1]","Sunscreen, Serum","Balancing, Acne Free","Salicylic Acid, Panthenol, Niacinamide, Allantoin"
"[3, 3, 3, 3, 2, 3, 3, 1, 3, 4, 2, 3, 1, 2]","Serum, Essence","Balanced Hydration, Balanced","Allantoin, Cica, Water, Retinol"
"[4, 3, 1, 2, 3, 1, 3, 3, 2, 2, 4, 2, 2, 4]","Sunscreen, Serum","Balancing, Balanced","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[2, 1, 1, 1, 2, 2, 3, 4, 3, 3, 3, 4, 2, 1]","Sunscreen, Serum","Pore Care, Hydrating","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[3, 1, 1, 2, 3, 1, 3, 4, 4, 4, 4, 3, 1, 4]","Sunscreen, Serum","UV Protection, Balancing","Allantoin, Niacinamide, Water, Panthenol"
"[4, 3, 2, 4, 1, 3, 1, 3, 2, 3, 1, 2, 1, 4]","Serum, Calming Mask","Balancing, Balanced","Panthenol, Allantoin, Cica, Niacinamide"
"[3, 4, 4, 2, 1, 2, 3, 3, 1, 1, 1, 2, 4, 1]","Sunscreen, Mask","Oil Control, Hydrating","Allantoin, Niacinamide, Salicylic Acid, Cica"
"[4, 4, 3, 2, 4, 4, 3, 4, 1, 3, 4, 3, 3, 2]","Booster, Sunscreen","Custom Care, Balancing","Panthenol, Niacinamide, Glycol, Salicylic Acid"
"[1, 2, 2, 2, 2, 4, 1, 3, 3, 2, 1, 2, 1, 3]","Sunscreen, Moisturizer","Custom Care, Protective","Niacinamide, Panthenol, Cica, Glycerin"
"[2, 1, 2, 3, 1, 2, 3, 3, 2, 3, 4, 2, 2, 4]","Sunscreen, Cleanser","Balancing, Pore Care","Niacinamide, Panthenol, Allantoin, Salicylic Acid"
"[2, 3, 4, 3, 2, 3, 2, 3, 4, 2, 4, 4, 1, 4]","Sunscreen, Cleanser","Balancing, Protective","Allantoin, Salicylic Acid, Niacinamide, Panthenol"
"[1, 2, 2, 3, 1, 4, 2, 1, 3, 1, 2, 1, 4, 3]","Sunscreen, Spot Treatment","Acne Free, Calming","Allantoin, Salicylic Acid, Niacinamide, Cica"
"[2, 1, 3, 1, 2, 3, 2, 3, 3, 4, 3, 2, 4, 4]","Serum, Sunscreen","Pore Care, Acne Prevention","Niacinamide, Panthenol, Salicylic Acid, Cica"
"[4, 3, 3, 3, 4, 2, 2, 1, 2, 1, 1, 4, 4, 2]","Sunscreen, Serum","Balancing, Oil Control","Allantoin, Panthenol, Cica, Niacinamide"
"[4, 3, 4, 4, 2, 3, 3, 4, 1, 1, 4, 3, 2, 3]","Serum, Booster","Balancing, Balanced","Panthenol, Ceramide, Glycol, Allantoin"
"[3, 2, 1, 3, 4, 3, 1, 4, 2, 4, 2, 4, 3, 1]","Sunscreen, Essence","Custom Care, Protective","Allantoin, Salicylic Acid, Water, Panthenol"
"[2, 1, 2, 1, 2, 4, 1, 2, 3, 3, 4, 2, 3, 2]","Serum, Sunscreen","Pore Care, Soothing","Panthenol, Niacinamide, Glycerin, Bakuchiol"
"[3, 2, 3, 4, 4, 2, 3, 2, 1, 1, 1, 1, 1, 4]","Serum, Sunscreen","Balancing, Balanced Hydration","Panthenol, Allantoin, Cica, Salicylic Acid"
"[1, 4, 2, 2, 4, 2, 3, 4, 2, 3, 1, 1, 3, 1]","Cleanser, Sunscreen","Oil Control, Hydrating","Niacinamide, Salicylic Acid, Panthenol, Glycerin"
"[2, 1, 1, 3, 4, 3, 1, 2, 2, 1, 4, 3, 2, 3]","Sunscreen, Booster","Balancing, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Allantoin"
"[1, 1, 3, 2, 1, 2, 3, 4, 3, 3, 1, 4, 3, 1]","Sunscreen, Serum","Hydrating, Oil Control","Niacinamide, Cica, Allantoin, Glycerin"
"[2, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2]","Sunscreen, Serum","Balanced, Oil Control","Niacinamide, Salicylic Acid, Allantoin, Panthenol"
"[1, 3, 4, 3, 4, 3, 3, 3, 4, 3, 2, 4, 4, 4]","Sunscreen, Moisturizer","Balanced, Balancing","Allantoin, Ceramide, Water, Panthenol"
"[4, 4, 4, 4, 4, 2, 1, 2, 2, 4, 1, 4, 4, 4]","Serum, Sunscreen","Balancing, Oil Control","Panthenol, Niacinamide, Salicylic Acid, Glycol"
"[1, 4, 4, 4, 1, 4, 4, 4, 4, 3, 4, 3, 2, 3]","Booster, Sunscreen","Balancing, Custom Care","Panthenol, Ceramide, Niacinamide, Allantoin"
"[1, 2, 3, 1, 1, 4, 3, 4, 3, 1, 2, 2, 1, 2]","Serum, Calming Mask","Custom Care, Hydrating","Allantoin, Cica, Panthenol, Glycerin"
"[2, 1, 1, 1, 1, 4, 1, 4, 2, 4, 3, 3, 3, 4]","Sunscreen, Cleanser","Balanced, Pore Care","Niacinamide, Panthenol, Salicylic Acid, Glycerin"
"[4, 3, 1, 2, 3, 2, 4, 3, 4, 3, 1, 4, 3, 2]","Sunscreen, Serum","Balanced, Oil Control","Allantoin, Niacinamide, Panthenol, Salicylic Acid"
